corpus_name;sentence_position;word_position;value;postag_name;confidence_score;tagger
weissenburger;5;22;Fàchwärikhüs;NOUN;10;TreeTagger
weissenburger;5;23;mit;ADP;10;TreeTagger
weissenburger;5;24;hellbloï;ADJ;10;TreeTagger
weissenburger;5;25;àng’strichene;ADJ;10;TreeTagger
weissenburger;5;26;Rijelwänd;NOUN;10;TreeTagger
weissenburger;5;27;,;PUNCT;10;TreeTagger
weissenburger;5;28;mit;ADP;10;TreeTagger
weissenburger;5;29;griene;ADJ;10;TreeTagger
weissenburger;5;30;Läde;NOUN;10;TreeTagger
weissenburger;5;31;,;PUNCT;10;TreeTagger
weissenburger;5;32;mit;ADP;10;TreeTagger
weissenburger;5;33;zwei;NUM;10;TreeTagger
weissenburger;5;34;bescheidene;ADJ;10;TreeTagger
weissenburger;5;35;Vordächer;NOUN;10;TreeTagger
weissenburger;5;36;uf;ADP;10;TreeTagger
weissenburger;5;37;sinere;ADJ;10;TreeTagger
weissenburger;5;38;Vordersit;NOUN;10;TreeTagger
weissenburger;5;39;un;CONJ;10;TreeTagger
weissenburger;5;40;mit‘eme;ADJ;10;TreeTagger
weissenburger;5;41;ànspruchslose;ADJ;10;TreeTagger
weissenburger;5;42;owere;ADJ;10;TreeTagger
weissenburger;5;43;Stock;NOUN;10;TreeTagger
weissenburger;5;44;,;PUNCT;10;TreeTagger
weissenburger;5;45;wenn;CONJ;10;TreeTagger
weissenburger;5;46;nitt;NOUN;10;TreeTagger
weissenburger;5;47;in;ADP;10;TreeTagger
weissenburger;5;48;dem;DET;10;TreeTagger
weissenburger;5;49;Hüs;NOUN;10;TreeTagger
weissenburger;5;50;e;VERB;10;TreeTagger
weissenburger;5;51;so;ADV;10;TreeTagger
weissenburger;5;52;groβi;NOUN;10;TreeTagger
weissenburger;5;53;Ufreijung;NOUN;10;TreeTagger
weissenburger;5;54;herrsche;VERB;10;TreeTagger
weissenburger;5;55;dät;NOUN;10;TreeTagger
weissenburger;5;56;.;PUNCT;10;TreeTagger
weissenburger;6;1;Uf;ADP;10;TreeTagger
weissenburger;6;2;Hochdüre;NOUN;10;TreeTagger
weissenburger;6;3;laufe;VERB;10;TreeTagger
weissenburger;6;4;do;ADV;10;TreeTagger
weissenburger;6;5;inne;PART;10;TreeTagger
weissenburger;6;6;d’;DET;10;TreeTagger
weissenburger;6;7;Vorbereitunge;NOUN;10;TreeTagger
weissenburger;6;8;fer;ADP;10;TreeTagger
weissenburger;6;9;d’;DET;10;TreeTagger
weissenburger;6;10;weissenburger;NOUN;10;TreeTagger
weissenburger;6;11;vum;ADP;10;TreeTagger
weissenburger;6;12;Marikel;NOUN;10;TreeTagger
weissenburger;6;13;,;PUNCT;10;TreeTagger
weissenburger;6;14;mit‘em;NOUN;10;TreeTagger
weissenburger;6;15;Güscht;NOUN;10;TreeTagger
weissenburger;6;16;,;PUNCT;10;TreeTagger
weissenburger;6;17;e;VERB;10;TreeTagger
weissenburger;6;18;Büe;NOUN;10;TreeTagger
weissenburger;6;19;vum;ADP;10;TreeTagger
weissenburger;6;20;Dorf;NOUN;10;TreeTagger
weissenburger;6;21;.;PUNCT;10;TreeTagger
weissenburger;7;1;s;NOUN;10;TreeTagger
weissenburger;7;2;Groβe;NOUN;10;TreeTagger
weissenburger;7;3;ìserne;ADJ;10;TreeTagger
weissenburger;7;4;Hofdor;NOUN;10;TreeTagger
weissenburger;7;5;steht;VERB;10;TreeTagger
weissenburger;7;6;ìnlàdend;ADJ;10;TreeTagger
weissenburger;7;7;wit;NOUN;10;TreeTagger
weissenburger;7;8;offe;VERB;10;TreeTagger
weissenburger;7;9;,;PUNCT;10;TreeTagger
weissenburger;7;10;de;X;10;TreeTagger
weissenburger;7;11;Hoft;NOUN;10;TreeTagger
weissenburger;7;12;isch;VERB;10;TreeTagger
weissenburger;7;13;süefer;ADJ;10;TreeTagger
weissenburger;7;14;g’fäjt;VERB;10;TreeTagger
weissenburger;7;15;,;PUNCT;10;TreeTagger
weissenburger;7;16;de;X;10;TreeTagger
weissenburger;7;17;Brunne;NOUN;10;TreeTagger
weissenburger;7;18;isch;VERB;10;TreeTagger
weissenburger;7;19;frei;ADJ;10;TreeTagger
weissenburger;7;20;vun;ADP;10;TreeTagger
weissenburger;7;21;sine;ADJ;10;TreeTagger
weissenburger;7;22;Eimer;NOUN;10;TreeTagger
weissenburger;7;23;,;PUNCT;10;TreeTagger
weissenburger;7;24;d’;DET;10;TreeTagger
weissenburger;7;25;Stàffel;NOUN;10;TreeTagger
weissenburger;7;26;üs;ADP;10;TreeTagger
weissenburger;7;27;Sàndstaan;NOUN;10;TreeTagger
weissenburger;7;28;isch;VERB;10;TreeTagger
weissenburger;7;29;frisch;ADJ;10;TreeTagger
weissenburger;7;30;àbg’wäsche;NOUN;10;TreeTagger
weissenburger;7;31;worre;VERB;10;TreeTagger
weissenburger;7;32;,;PUNCT;10;TreeTagger
weissenburger;7;33;d’;DET;10;TreeTagger
weissenburger;7;34;Fenschterschììwe;NOUN;10;TreeTagger
weissenburger;7;35;glitzere;ADJ;10;TreeTagger
weissenburger;7;36;,;PUNCT;10;TreeTagger
weissenburger;7;37;d’;DET;10;TreeTagger
weissenburger;7;38;Feschtlichkeite;NOUN;10;TreeTagger
weissenburger;7;39;kenne;VERB;10;TreeTagger
weissenburger;7;40;ànfànge;NOUN;10;TreeTagger
weissenburger;7;41;.;PUNCT;10;TreeTagger
weissenburger;8;1;Anfànge;NOUN;10;TreeTagger
weissenburger;8;2;~;X;10;TreeTagger
weissenburger;9;1;Wo;PRON;10;TreeTagger
weissenburger;9;2;denke;VERB;10;TreeTagger
weissenburger;9;3;n;VERB;10;TreeTagger
weissenburger;9;4;’r;PRON;10;TreeTagger
weissenburger;9;5;ànne;PART;10;TreeTagger
weissenburger;9;6;!;PUNCT;10;TreeTagger
weissenburger;10;1;Es;PRON;10;TreeTagger
weissenburger;10;2;isch;VERB;10;TreeTagger
weissenburger;10;3;erscht;ADJ;10;TreeTagger
weissenburger;10;4;àcht;ADJ;10;TreeTagger
weissenburger;10;5;Ühr;NOUN;10;TreeTagger
weissenburger;10;6;àm;ADP;10;TreeTagger
weissenburger;10;7;Morje;NOUN;10;TreeTagger
weissenburger;10;8;,;PUNCT;10;TreeTagger
weissenburger;10;9;m;NOUN;10;TreeTagger
weissenburger;10;10;’r;PRON;10;TreeTagger
weissenburger;10;11;hàn;VERB;10;TreeTagger
weissenburger;10;12;noch;ADV;10;TreeTagger
weissenburger;10;13;gànze;VERB;10;TreeTagger
weissenburger;10;14;zwei;NUM;10;TreeTagger
weissenburger;10;15;Stund;NOUN;10;TreeTagger
weissenburger;10;16;Zit;NOUN;10;TreeTagger
weissenburger;10;17;fer;ADP;10;TreeTagger
weissenburger;10;18;ze;PART;10;TreeTagger
weissenburger;10;19;bummle;VERB;10;TreeTagger
weissenburger;10;20;bevor;CONJ;10;TreeTagger
weissenburger;10;21;d’;DET;10;TreeTagger
weissenburger;10;22;Kircheglocke;NOUN;10;TreeTagger
weissenburger;10;23;ànfànge;NOUN;10;TreeTagger
weissenburger;10;24;ze;ADP;10;TreeTagger
weissenburger;10;25;lite;NOUN;10;TreeTagger
weissenburger;10;26;.;PUNCT;10;TreeTagger
weissenburger;11;1;Hàw;VERB;10;TreeTagger
weissenburger;11;2;ich;PRON;10;TreeTagger
weissenburger;11;3;jetz;ADJ;10;TreeTagger
weissenburger;11;4;g’sààt;ADJ;10;TreeTagger
weissenburger;11;5;„;NOUN;10;TreeTagger
weissenburger;11;6;bummle;VERB;10;TreeTagger
weissenburger;11;7;~;X;10;TreeTagger
weissenburger;12;1;“;ADJ;10;TreeTagger
weissenburger;12;2;Awer;CONJ;10;TreeTagger
weissenburger;12;3;naan;NOUN;10;TreeTagger
weissenburger;12;4;!;PUNCT;10;TreeTagger
weissenburger;13;1;Hinter;ADP;10;TreeTagger
weissenburger;13;2;de;NOUN;10;TreeTagger
weissenburger;13;3;Ingàngsdier;NOUN;10;TreeTagger
weissenburger;13;4;beschäftige;VERB;10;TreeTagger
weissenburger;13;5;sich;PRON;10;TreeTagger
weissenburger;13;6;mindeschtens;NOUN;10;TreeTagger
weissenburger;13;7;e;VERB;10;TreeTagger
weissenburger;13;8;dutzend;ADJ;10;TreeTagger
weissenburger;13;9;Händ;NOUN;10;TreeTagger
weissenburger;13;10;,;PUNCT;10;TreeTagger
weissenburger;13;11;un;CONJ;10;TreeTagger
weissenburger;13;12;genau;ADJ;10;TreeTagger
weissenburger;13;13;so;ADV;10;TreeTagger
weissenburger;13;14;viel;ADV;10;TreeTagger
weissenburger;13;15;Fieβ;ADJ;10;TreeTagger
weissenburger;13;16;kumme;ADJ;10;TreeTagger
weissenburger;13;17;un;CONJ;10;TreeTagger
weissenburger;13;18;gehn;ADJ;10;TreeTagger
weissenburger;13;19;in;ADP;10;TreeTagger
weissenburger;13;20;dem;DET;10;TreeTagger
weissenburger;13;21;kurze;ADJ;10;TreeTagger
weissenburger;13;22;,;PUNCT;10;TreeTagger
weissenburger;13;23;schmàle;VERB;10;TreeTagger
weissenburger;13;24;Gàng;NOUN;10;TreeTagger
weissenburger;13;25;wie;CONJ;10;TreeTagger
weissenburger;13;26;noch;ADV;10;TreeTagger
weissenburger;13;27;Javel;NOUN;10;TreeTagger
weissenburger;13;28;schmecke;VERB;10;TreeTagger
weissenburger;13;29;duet;VERB;10;TreeTagger
weissenburger;13;30;un;CONJ;10;TreeTagger
weissenburger;13;31;wie;CONJ;10;TreeTagger
weissenburger;13;32;in;ADP;10;TreeTagger
weissenburger;13;33;d’;DET;10;TreeTagger
weissenburger;13;34;Kiche;NOUN;10;TreeTagger
weissenburger;13;35;un;CONJ;10;TreeTagger
weissenburger;13;36;in;ADP;10;TreeTagger
weissenburger;13;37;d’;DET;10;TreeTagger
weissenburger;13;38;Stub;NOUN;10;TreeTagger
weissenburger;13;39;fiehrt;VERB;10;TreeTagger
weissenburger;13;40;.;PUNCT;10;TreeTagger
weissenburger;14;1;An;ADP;10;TreeTagger
weissenburger;14;2;däre;ADJ;10;TreeTagger
weissenburger;14;3;Stell;NOUN;10;TreeTagger
weissenburger;14;4;dät;VERB;10;TreeTagger
weissenburger;14;5;ich;PRON;10;TreeTagger
weissenburger;14;6;jetzt;ADV;10;TreeTagger
weissenburger;14;7;gern;ADV;10;TreeTagger
weissenburger;14;8;,;PUNCT;10;TreeTagger
weissenburger;14;9;mit;ADP;10;TreeTagger
weissenburger;14;10;eirem;ADJ;10;TreeTagger
weissenburger;14;11;Erlaubnis;NOUN;10;TreeTagger
weissenburger;14;12;,;PUNCT;10;TreeTagger
weissenburger;14;13;e;ADJ;10;TreeTagger
weissenburger;14;14;Zwischebemerikung;NOUN;10;TreeTagger
weissenburger;14;15;màche;VERB;10;TreeTagger
weissenburger;14;16;,;PUNCT;10;TreeTagger
weissenburger;14;17;gràd;ADV;10;TreeTagger
weissenburger;14;18;fer;ADP;10;TreeTagger
weissenburger;14;19;die;DET;10;TreeTagger
weissenburger;14;20;Zit;NOUN;10;TreeTagger
weissenburger;14;21;wie;CONJ;10;TreeTagger
weissenburger;14;22;ich;PRON;10;TreeTagger
weissenburger;14;23;brüch;ADJ;10;TreeTagger
weissenburger;14;24;fer;ADP;10;TreeTagger
weissenburger;14;25;iwer;NOUN;10;TreeTagger
weissenburger;14;26;d’;DET;10;TreeTagger
weissenburger;14;27;Schwell;NOUN;10;TreeTagger
weissenburger;14;28;vun;ADP;10;TreeTagger
weissenburger;14;29;däre;ADJ;10;TreeTagger
weissenburger;14;30;Stub;NOUN;10;TreeTagger
weissenburger;14;31;ze;ADP;10;TreeTagger
weissenburger;14;32;gehn;ADJ;10;TreeTagger
weissenburger;14;33;zü;NOUN;10;TreeTagger
weissenburger;14;34;däre;VERB;10;TreeTagger
weissenburger;14;35;ich;PRON;10;TreeTagger
weissenburger;14;36;e;ADJ;10;TreeTagger
weissenburger;14;37;gànz;ADV;10;TreeTagger
weissenburger;14;38;b’sunderi;NOUN;10;TreeTagger
weissenburger;14;39;Züneigung;NOUN;10;TreeTagger
weissenburger;14;40;hàb;VERB;10;TreeTagger
weissenburger;14;41;.;PUNCT;10;TreeTagger
weissenburger;15;1;Es;PRON;10;TreeTagger
weissenburger;15;2;sin;VERB;10;TreeTagger
weissenburger;15;3;Erinnerunge;NOUN;10;TreeTagger
weissenburger;15;4;àn;ADP;10;TreeTagger
weissenburger;15;5;mini;NOUN;10;TreeTagger
weissenburger;15;6;friej;NOUN;10;TreeTagger
weissenburger;15;7;Kindheit;NOUN;10;TreeTagger
weissenburger;15;8;,;PUNCT;10;TreeTagger
weissenburger;15;9;wenn;CONJ;10;TreeTagger
weissenburger;15;10;mir;PRON;10;TreeTagger
weissenburger;15;11;àls;NOUN;10;TreeTagger
weissenburger;15;12;Sunndàà-Nochmiddààs;NOUN;10;TreeTagger
weissenburger;15;13;,;PUNCT;10;TreeTagger
weissenburger;15;14;noch;ADV;10;TreeTagger
weissenburger;15;15;de;NOUN;10;TreeTagger
weissenburger;15;16;Veschper;NOUN;10;TreeTagger
weissenburger;15;17;,;PUNCT;10;TreeTagger
weissenburger;15;18;mini;ADJ;10;TreeTagger
weissenburger;15;19;Groβeltere;NOUN;10;TreeTagger
weissenburger;15;20;b’süecht;ADJ;10;TreeTagger
weissenburger;15;21;hàn;VERB;10;TreeTagger
weissenburger;15;22;.;PUNCT;10;TreeTagger
weissenburger;16;1;Ich;PRON;10;TreeTagger
weissenburger;16;2;erinner;VERB;10;TreeTagger
weissenburger;16;3;mich;PRON;10;TreeTagger
weissenburger;16;4;noch;ADV;10;TreeTagger
weissenburger;16;5;gànz;ADV;10;TreeTagger
weissenburger;16;6;genau;ADJ;10;TreeTagger
weissenburger;16;7;àn;ADP;10;TreeTagger
weissenburger;16;8;die;DET;10;TreeTagger
weissenburger;16;9;Eckbànk;NOUN;10;TreeTagger
weissenburger;16;10;uf;ADP;10;TreeTagger
weissenburger;16;11;die;PRON;10;TreeTagger
weissenburger;16;12;ich;PRON;10;TreeTagger
weissenburger;16;13;mich;PRON;10;TreeTagger
weissenburger;16;14;g’setzt;ADJ;10;TreeTagger
weissenburger;16;15;hàb;VERB;10;TreeTagger
weissenburger;16;16;un;CONJ;10;TreeTagger
weissenburger;16;17;die;PRON;10;TreeTagger
weissenburger;16;18;noch;ADV;10;TreeTagger
weissenburger;16;19;Wàchs;NOUN;10;TreeTagger
weissenburger;16;20;g’schmeckt;VERB;10;TreeTagger
weissenburger;16;21;het;VERB;10;TreeTagger
weissenburger;16;22;,;PUNCT;10;TreeTagger
weissenburger;16;23;àn;ADP;10;TreeTagger
weissenburger;16;24;de;NOUN;10;TreeTagger
weissenburger;16;25;Groβvàdder;NOUN;10;TreeTagger
weissenburger;16;26;wie;CONJ;10;TreeTagger
weissenburger;16;27;immer;ADV;10;TreeTagger
weissenburger;16;28;àm;ADP;10;TreeTagger
weissenburger;16;29;Fenschter;NOUN;10;TreeTagger
weissenburger;16;30;g’sässe;VERB;10;TreeTagger
weissenburger;16;31;n’isch;ADJ;10;TreeTagger
weissenburger;16;32;vun;ADP;10;TreeTagger
weissenburger;16;33;wo;PRON;10;TreeTagger
weissenburger;16;34;m;NOUN;10;TreeTagger
weissenburger;16;35;’r;PRON;10;TreeTagger
weissenburger;16;36;uf;ADP;10;TreeTagger
weissenburger;16;37;d’;DET;10;TreeTagger
weissenburger;16;38;Stroβ;NOUN;10;TreeTagger
weissenburger;16;39;gickle;VERB;10;TreeTagger
weissenburger;16;40;het;VERB;10;TreeTagger
weissenburger;16;41;kenne;VERB;10;TreeTagger
weissenburger;16;42;,;PUNCT;10;TreeTagger
weissenburger;16;43;àn;ADP;10;TreeTagger
weissenburger;16;44;d’;DET;10;TreeTagger
weissenburger;16;45;Groβmueder;NOUN;10;TreeTagger
weissenburger;16;46;wie;CONJ;10;TreeTagger
weissenburger;16;47;üs;ADP;10;TreeTagger
weissenburger;16;48;de;NOUN;10;TreeTagger
weissenburger;16;49;Schlofkàmmer;NOUN;10;TreeTagger
weissenburger;16;50;kumme;ADJ;10;TreeTagger
weissenburger;16;51;n’isch;ADJ;10;TreeTagger
weissenburger;16;52;,;PUNCT;10;TreeTagger
weissenburger;16;53;so;ADV;10;TreeTagger
weissenburger;16;54;scheij;ADJ;10;TreeTagger
weissenburger;16;55;un;CONJ;10;TreeTagger
weissenburger;16;56;ängschtlich;ADJ;10;TreeTagger
weissenburger;16;57;wie;CONJ;10;TreeTagger
weissenburger;16;58;e;ADJ;10;TreeTagger
weissenburger;16;59;jungi;NOUN;10;TreeTagger
weissenburger;16;60;Sunne;NOUN;10;TreeTagger
weissenburger;16;61;wie;CONJ;10;TreeTagger
weissenburger;16;62;friej;NOUN;10;TreeTagger
weissenburger;16;63;àm;ADP;10;TreeTagger
weissenburger;16;64;Morje;NOUN;10;TreeTagger
weissenburger;16;65;üs;ADP;10;TreeTagger
weissenburger;16;66;de;NOUN;10;TreeTagger
weissenburger;16;67;Nàcht;ADJ;10;TreeTagger
weissenburger;16;68;rüskummt;ADJ;10;TreeTagger
weissenburger;16;69;,;PUNCT;10;TreeTagger
weissenburger;16;70;àn;ADP;10;TreeTagger
weissenburger;16;71;denne;NOUN;10;TreeTagger
weissenburger;16;72;Ticktack;NOUN;10;TreeTagger
weissenburger;16;73;vun;ADP;10;TreeTagger
weissenburger;16;74;de;NOUN;10;TreeTagger
weissenburger;16;75;Stàndühr;NOUN;10;TreeTagger
weissenburger;16;76;,;PUNCT;10;TreeTagger
weissenburger;16;77;au;INTJ;10;TreeTagger
weissenburger;16;78;àn;ADP;10;TreeTagger
weissenburger;16;79;des;PRON;10;TreeTagger
weissenburger;16;80;Buffet;NOUN;10;TreeTagger
weissenburger;16;81;näwe;VERB;10;TreeTagger
weissenburger;16;82;de;NOUN;10;TreeTagger
weissenburger;16;83;Dier;VERB;10;TreeTagger
weissenburger;16;84;uf;ADP;10;TreeTagger
weissenburger;16;85;dem;DET;10;TreeTagger
weissenburger;16;86;e;ADJ;10;TreeTagger
weissenburger;16;87;schwàrzes;ADJ;10;TreeTagger
weissenburger;16;88;Kritz;NOUN;10;TreeTagger
weissenburger;16;89;mit‘eme;ADJ;10;TreeTagger
weissenburger;16;90;wisse;VERB;10;TreeTagger
weissenburger;16;91;,;PUNCT;10;TreeTagger
weissenburger;16;92;gekritzigte;ADJ;10;TreeTagger
weissenburger;16;93;Heilànd;NOUN;10;TreeTagger
weissenburger;16;94;g’stànde;VERB;10;TreeTagger
weissenburger;16;95;n’isch;ADJ;10;TreeTagger
weissenburger;16;96;,;PUNCT;10;TreeTagger
weissenburger;16;97;àn;ADP;10;TreeTagger
weissenburger;16;98;denne;ADV;10;TreeTagger
weissenburger;16;99;griene;ADJ;10;TreeTagger
weissenburger;16;100;Guβofe;NOUN;10;TreeTagger
weissenburger;16;101;wie;CONJ;10;TreeTagger
weissenburger;16;102;so;ADV;10;TreeTagger
weissenburger;16;103;e;ADJ;10;TreeTagger
weissenburger;16;104;herrlichi;ADJ;10;TreeTagger
weissenburger;16;105;,;PUNCT;10;TreeTagger
weissenburger;16;106;àngenähmi;ADJ;10;TreeTagger
weissenburger;16;107;Wärme;NOUN;10;TreeTagger
weissenburger;16;108;vun;ADP;10;TreeTagger
weissenburger;16;109;sich;PRON;10;TreeTagger
weissenburger;16;110;gän;ADJ;10;TreeTagger
weissenburger;16;111;het;VERB;10;TreeTagger
weissenburger;16;112;,;PUNCT;10;TreeTagger
weissenburger;16;113;àwer;CONJ;10;TreeTagger
weissenburger;16;114;d’;DET;10;TreeTagger
weissenburger;16;115;scheenscht;ADJ;10;TreeTagger
weissenburger;16;116;un;CONJ;10;TreeTagger
weissenburger;16;117;d’;DET;10;TreeTagger
weissenburger;16;118;bezaubernscht;ADJ;10;TreeTagger
weissenburger;16;119;Erinnerung;NOUN;10;TreeTagger
weissenburger;16;120;vun;ADP;10;TreeTagger
weissenburger;16;121;däre;ADJ;10;TreeTagger
weissenburger;16;122;Zit;NOUN;10;TreeTagger
weissenburger;16;123;,;PUNCT;10;TreeTagger
weissenburger;16;124;des;PRON;10;TreeTagger
weissenburger;16;125;sin;NOUN;10;TreeTagger
weissenburger;16;126;die;DET;10;TreeTagger
weissenburger;16;127;fiene;ADJ;10;TreeTagger
weissenburger;16;128;,;PUNCT;10;TreeTagger
weissenburger;16;129;fàscht;ADJ;10;TreeTagger
weissenburger;16;130;durchsichtige;ADJ;10;TreeTagger
weissenburger;16;131;Elfebeinhänd;NOUN;10;TreeTagger
weissenburger;16;132;vun;ADP;10;TreeTagger
weissenburger;16;133;minere;PRON;10;TreeTagger
weissenburger;16;134;Dànte;ADJ;10;TreeTagger
weissenburger;16;135;wie;CONJ;10;TreeTagger
weissenburger;16;136;uns;PRON;10;TreeTagger
weissenburger;16;137;jedesmol;ADV;10;TreeTagger
weissenburger;16;138;wenn;CONJ;10;TreeTagger
weissenburger;16;139;mir;PRON;10;TreeTagger
weissenburger;16;140;kumme;ADJ;10;TreeTagger
weissenburger;16;141;sin;NOUN;10;TreeTagger
weissenburger;16;142;,;PUNCT;10;TreeTagger
weissenburger;16;143;de;NOUN;10;TreeTagger
weissenburger;16;144;verlockenschd;NOUN;10;TreeTagger
weissenburger;16;145;Savarin;NOUN;10;TreeTagger
weissenburger;16;146;präsentiert;VERB;10;TreeTagger
weissenburger;16;147;het;VERB;10;TreeTagger
weissenburger;16;148;der;DET;10;TreeTagger
weissenburger;16;149;mir;PRON;10;TreeTagger
weissenburger;16;150;schun;NOUN;10;TreeTagger
weissenburger;16;151;s’;DET;10;TreeTagger
weissenburger;16;152;Wàsser;NOUN;10;TreeTagger
weissenburger;16;153;im;ADP;10;TreeTagger
weissenburger;16;154;Mül;NOUN;10;TreeTagger
weissenburger;16;155;het;VERB;10;TreeTagger
weissenburger;16;156;màche;ADJ;10;TreeTagger
weissenburger;16;157;zàmme;ADJ;10;TreeTagger
weissenburger;16;158;laafe;NOUN;10;TreeTagger
weissenburger;16;159;wenn;CONJ;10;TreeTagger
weissenburger;16;160;ich;PRON;10;TreeTagger
weissenburger;16;161;numme;ADV;10;TreeTagger
weissenburger;16;162;g’heert;ADJ;10;TreeTagger
weissenburger;16;163;hàb;VERB;10;TreeTagger
weissenburger;16;164;,;PUNCT;10;TreeTagger
weissenburger;16;165;dàss;CONJ;10;TreeTagger
weissenburger;16;166;m;NOUN;10;TreeTagger
weissenburger;16;167;’r;PRON;10;TreeTagger
weissenburger;16;168;zü;NOUN;10;TreeTagger
weissenburger;16;169;de;NOUN;10;TreeTagger
weissenburger;16;170;Grogehn;NOUN;10;TreeTagger
weissenburger;16;171;.;PUNCT;10;TreeTagger
weissenburger;17;1;Un;CONJ;10;TreeTagger
weissenburger;17;2;gràd;ADV;10;TreeTagger
weissenburger;17;3;wàje;NOUN;10;TreeTagger
weissenburger;17;4;dem;DET;10;TreeTagger
weissenburger;17;5;Savarin;NOUN;10;TreeTagger
weissenburger;17;6;hàw;VERB;10;TreeTagger
weissenburger;17;7;ich;PRON;10;TreeTagger
weissenburger;17;8;die;DET;10;TreeTagger
weissenburger;17;9;b’sunder;ADJ;10;TreeTagger
weissenburger;17;10;Beziehjung;NOUN;10;TreeTagger
weissenburger;17;11;zü;NOUN;10;TreeTagger
weissenburger;17;12;däre;ADJ;10;TreeTagger
weissenburger;17;13;Stub;NOUN;10;TreeTagger
weissenburger;17;14;.;PUNCT;10;TreeTagger
weissenburger;18;1;Fer;ADP;10;TreeTagger
weissenburger;18;2;mich;PRON;10;TreeTagger
weissenburger;18;3;àls;NOUN;10;TreeTagger
weissenburger;18;4;Kind;NOUN;10;TreeTagger
weissenburger;18;5;,;PUNCT;10;TreeTagger
weissenburger;18;6;isch;VERB;10;TreeTagger
weissenburger;18;7;der;DET;10;TreeTagger
weissenburger;18;8;Nàpfkueche;NOUN;10;TreeTagger
